CustomerID,MonthlyCharges,TotalCharges,SupportTickets,EngagementScore,LeftCompany
CUST-00663,45.5,0.0,1,9,1
CUST-00664,103.82,0.0,2,6,0
CUST-00665,60.16,0.0,0,8,0
CUST-00666,38.58,0.0,1,5,0
CUST-00667,100.65,0.0,2,8,1
CUST-00668,70.91,0.0,2,10,0
CUST-00669,74.31,0.0,0,1,0
CUST-00670,46.77,0.0,1,3,0
CUST-00671,89.48,0.0,1,4,0
CUST-00672,79.61,0.0,1,9,1
CUST-00673,48.59,0.0,2,8,0
CUST-00674,60.62,0.0,2,8,0
CUST-00675,83.72,0.0,1,2,1
CUST-00676,113.24,0.0,2,7,0
CUST-00677,112.83,0.0,1,3,0
CUST-00678,55.9,0.0,2,6,1
CUST-00679,96.2,0.0,0,4,0
CUST-00680,99.79,0.0,1,6,0
CUST-00681,102.79,0.0,1,4,0
CUST-00682,81.36,0.0,2,3,0
CUST-00683,30.94,0.0,2,2,0
CUST-00684,98.55,0.0,3,4,0
CUST-00685,39.58,0.0,0,10,0
CUST-00686,40.51,0.0,1,2,0
CUST-00687,84.5,0.0,1,7,0
CUST-00688,118.52,0.0,1,1,0
CUST-00689,51.82,0.0,1,1,1
CUST-00690,88.12,0.0,1,5,0
CUST-00691,57.32,0.0,0,7,0
CUST-00692,110.88,0.0,2,1,1
CUST-00693,83.41,0.0,1,4,0
CUST-00694,48.67,0.0,2,5,0
CUST-00695,53.58,0.0,1,2,1
CUST-00696,68.92,0.0,2,7,0
CUST-00697,40.98,0.0,2,4,1
CUST-00698,37.08,0.0,2,8,0
CUST-00699,91.2,0.0,4,1,0
CUST-00700,66.64,0.0,0,10,0
CUST-00701,95.36,0.0,2,1,1
CUST-00702,39.9,0.0,2,1,0
CUST-00703,84.88,0.0,4,4,0
CUST-00704,69.89,0.0,2,1,1
CUST-00705,35.21,0.0,1,5,0
CUST-00706,79.03,0.0,1,6,0
CUST-00707,37.44,0.0,0,7,1
CUST-00708,104.49,0.0,0,8,0
CUST-00709,86.87,0.0,5,8,1
CUST-00710,80.12,0.0,2,2,0
CUST-00711,42.0,0.0,3,4,0
CUST-00712,55.86,0.0,1,7,0
CUST-00713,74.35,0.0,0,9,0
CUST-00714,86.99,0.0,1,9,0
CUST-00715,46.48,0.0,2,3,0
CUST-00716,30.79,0.0,1,7,0
CUST-00717,61.02,0.0,2,4,0
CUST-00718,73.45,0.0,3,9,1
CUST-00719,46.59,0.0,3,7,0
CUST-00720,74.29,0.0,3,6,1
CUST-00721,60.46,0.0,3,9,0
CUST-00722,70.95,0.0,0,7,0
CUST-00723,61.26,0.0,1,8,0
CUST-00724,86.56,0.0,1,5,1
CUST-00725,33.85,0.0,0,4,0
CUST-00726,45.37,0.0,1,1,0
CUST-00727,68.94,0.0,3,8,0
CUST-00728,62.06,0.0,1,6,0
CUST-00729,65.24,0.0,0,4,1
CUST-00730,102.34,0.0,2,3,0
CUST-00731,109.77,0.0,0,5,0
CUST-00732,52.37,0.0,2,4,1
CUST-00733,105.27,0.0,2,7,1
CUST-00734,71.29,0.0,1,6,0
CUST-00735,54.64,0.0,3,3,0
CUST-00736,118.69,0.0,1,10,0
CUST-00737,104.23,0.0,1,1,0
CUST-00738,119.48,0.0,2,7,0
CUST-00739,45.13,0.0,1,5,0
CUST-00740,42.94,0.0,1,1,1
CUST-00741,75.3,0.0,2,1,0
CUST-00742,87.47,0.0,1,6,0
CUST-00743,45.39,0.0,1,4,1
CUST-00744,107.44,0.0,2,8,0
CUST-00745,77.88,0.0,2,2,0
CUST-00746,66.98,0.0,1,4,0
CUST-00747,84.18,0.0,1,8,1
CUST-00748,87.14,0.0,2,8,1
CUST-00749,33.84,0.0,1,5,0
CUST-00750,119.99,0.0,4,3,0
CUST-00751,62.75,0.0,1,4,0
CUST-00752,35.53,0.0,0,3,0
CUST-00753,106.71,0.0,3,2,0
CUST-00754,119.37,0.0,0,4,0
CUST-00755,103.47,0.0,1,9,0
CUST-00756,106.67,0.0,0,6,0
CUST-00757,86.33,0.0,4,4,0
CUST-00758,113.01,0.0,1,1,0
CUST-00759,33.21,0.0,1,7,0
CUST-00760,99.0,0.0,2,2,0
CUST-00761,90.36,0.0,1,6,0
CUST-00762,34.45,0.0,2,10,0
CUST-00763,78.95,0.0,2,1,0
CUST-00764,76.35,0.0,1,7,1
CUST-00765,92.23,0.0,2,4,0
CUST-00766,36.97,0.0,1,3,0
CUST-00767,102.47,0.0,1,10,1
CUST-00768,42.54,0.0,2,7,0
CUST-00769,67.67,0.0,1,3,0
CUST-00770,5000.0,0.0,2,8,1
CUST-00771,80.44,0.0,0,4,0
CUST-00772,64.16,0.0,2,3,0
CUST-00773,34.33,0.0,3,7,0
CUST-00774,90.5,0.0,1,7,0
CUST-00775,118.79,0.0,0,9,0
CUST-00776,112.06,0.0,3,10,0
CUST-00777,94.55,0.0,0,7,0
CUST-00778,39.47,0.0,0,6,0
CUST-00779,51.54,0.0,0,3,0
CUST-00780,46.81,0.0,3,4,0
CUST-00781,61.99,0.0,1,8,1
CUST-00782,51.19,0.0,2,6,0
CUST-00783,51.99,0.0,2,9,1
CUST-00784,85.5,0.0,1,8,0
CUST-00785,58.68,0.0,1,8,0
CUST-00786,90.94,0.0,2,10,0
CUST-00787,115.31,0.0,4,10,0
CUST-00788,87.46,0.0,0,7,0
CUST-00789,97.65,0.0,2,10,1
CUST-00790,97.64,0.0,3,1,1
CUST-00791,59.76,0.0,2,5,0
CUST-00792,31.34,0.0,0,7,1
CUST-00793,34.94,0.0,2,10,0
CUST-00794,55.38,0.0,1,9,0
CUST-00795,92.06,0.0,2,4,0
CUST-00796,111.6,0.0,0,8,0
CUST-00797,116.29,0.0,2,1,0
CUST-00798,32.32,0.0,2,4,0
CUST-00799,119.11,0.0,1,4,0
CUST-00800,59.02,0.0,1,2,0
CUST-00801,105.86,0.0,2,3,0
CUST-00802,46.22,0.0,1,3,1
CUST-00803,35.65,0.0,2,9,1
CUST-00804,64.05,0.0,1,7,1
CUST-00805,107.3,0.0,2,2,0
CUST-00806,49.87,0.0,1,9,0
CUST-00807,43.85,0.0,2,8,1
CUST-00808,111.88,0.0,1,6,1
CUST-00809,114.45,0.0,0,6,0
CUST-00810,31.12,0.0,5,2,0
CUST-00811,95.47,0.0,1,3,0
CUST-00812,57.82,0.0,2,6,1
CUST-00813,63.72,0.0,2,3,0
CUST-00814,72.21,0.0,1,7,1
CUST-00815,68.41,0.0,1,5,0
CUST-00816,76.34,0.0,1,4,0
CUST-00817,82.41,0.0,2,8,0
CUST-00818,71.9,0.0,1,2,0
CUST-00819,93.14,0.0,3,3,0
CUST-00820,94.67,0.0,1,10,0
CUST-00821,69.63,0.0,0,4,0
CUST-00822,42.81,0.0,2,10,0
CUST-00823,87.65,0.0,1,6,0
CUST-00824,99.56,0.0,0,5,0
CUST-00825,87.43,0.0,1,5,0
CUST-00826,82.92,0.0,2,7,0
CUST-00827,50.64,0.0,2,8,1
CUST-00828,88.06,0.0,2,6,1
CUST-00829,60.13,0.0,2,3,0
CUST-00830,112.76,0.0,1,4,0
CUST-00831,88.83,0.0,2,1,0
CUST-00832,55.03,0.0,3,5,1
CUST-00833,72.56,0.0,0,10,0
CUST-00834,106.19,0.0,2,8,1
CUST-00835,60.19,0.0,2,3,0
CUST-00836,77.28,0.0,1,10,0
CUST-00837,91.17,0.0,0,4,0
CUST-00838,97.91,0.0,0,4,1
CUST-00839,45.64,0.0,1,6,0
CUST-00840,80.86,0.0,2,9,0
CUST-00841,112.1,0.0,2,10,0
CUST-00842,117.15,0.0,0,3,0
CUST-00843,89.05,0.0,0,4,0
CUST-00844,118.53,0.0,1,6,0
CUST-00845,81.36,0.0,3,6,0
CUST-00846,69.83,0.0,1,7,0
CUST-00847,79.64,0.0,0,1,1
CUST-00848,40.41,0.0,1,9,0
CUST-00849,66.15,0.0,2,2,0
CUST-00850,71.25,0.0,1,4,0
CUST-00851,106.37,0.0,2,3,0
CUST-00852,98.28,0.0,5,3,0
CUST-00853,84.12,0.0,0,5,0
CUST-00854,61.25,0.0,3,7,0
CUST-00855,46.82,0.0,1,7,0
CUST-00856,61.29,0.0,3,7,1
CUST-00857,91.18,0.0,4,3,1
CUST-00858,53.67,0.0,1,9,0
CUST-00859,68.41,0.0,2,6,0
CUST-00860,64.8,0.0,2,10,0
CUST-00861,98.9,0.0,1,8,1
CUST-00862,109.54,0.0,0,1,1
CUST-00863,92.94,0.0,3,4,1
CUST-00864,60.74,0.0,2,7,0
CUST-00865,68.98,0.0,2,9,0
CUST-00866,42.89,0.0,2,3,1
CUST-00867,45.12,0.0,2,6,1
CUST-00868,44.78,0.0,0,8,1
CUST-00869,41.74,0.0,0,3,0
CUST-00870,46.15,0.0,0,6,0
CUST-00871,48.23,0.0,0,9,0
CUST-00872,40.06,0.0,1,9,1
CUST-00873,87.62,0.0,5,6,1
CUST-00874,119.14,0.0,0,5,0
CUST-00875,109.13,0.0,2,1,0
CUST-00876,34.09,0.0,2,3,0
CUST-00877,68.07,0.0,0,3,0
CUST-00878,107.34,0.0,2,4,0
CUST-00879,42.11,0.0,0,5,0
CUST-00880,106.29,0.0,2,8,0
CUST-00881,83.34,0.0,2,9,0
CUST-00882,113.82,0.0,0,7,1
CUST-00883,108.84,0.0,2,10,0
CUST-00884,90.93,0.0,1,6,1
CUST-00885,89.2,0.0,1,3,0
CUST-00886,49.18,0.0,4,9,1
CUST-00887,40.5,0.0,3,10,1
CUST-00888,67.38,0.0,0,1,0
CUST-00889,46.78,0.0,5,9,0
CUST-00890,39.21,0.0,2,3,0
CUST-00891,57.2,0.0,4,9,0
CUST-00892,107.44,0.0,0,10,0
CUST-00893,31.53,0.0,1,1,0
CUST-00894,56.33,0.0,1,8,1
CUST-00895,68.16,0.0,1,6,0
CUST-00896,75.95,0.0,1,9,0
CUST-00897,46.33,0.0,5,4,0
CUST-00898,116.78,0.0,1,5,0
CUST-00899,82.09,0.0,0,6,0
CUST-00900,76.99,0.0,1,9,0
CUST-00901,30.78,0.0,3,6,1
CUST-00902,73.71,0.0,3,9,0
CUST-00903,105.39,0.0,0,2,0
CUST-00904,49.76,0.0,1,4,0
CUST-00905,61.6,0.0,0,3,0
CUST-00906,31.84,0.0,0,4,1
CUST-00907,117.92,0.0,2,1,1
CUST-00908,35.99,0.0,1,2,0
CUST-00909,110.84,0.0,2,4,1
CUST-00910,58.16,0.0,1,10,0
CUST-00911,82.88,0.0,1,4,0
CUST-00912,91.14,0.0,2,5,0
CUST-00913,42.67,0.0,2,9,1
CUST-00914,69.93,0.0,1,1,0
CUST-00915,59.29,0.0,1,8,0
CUST-00916,35.08,0.0,1,3,0
CUST-00917,104.99,0.0,2,9,1
CUST-00918,34.06,0.0,1,8,0
CUST-00919,88.79,0.0,2,8,0
CUST-00920,58.26,0.0,4,9,1
CUST-00921,47.28,0.0,0,4,1
CUST-00922,90.03,0.0,2,5,1
CUST-00923,81.7,0.0,2,7,1
CUST-00924,58.37,0.0,1,2,0
CUST-00925,76.16,0.0,3,7,0
CUST-00926,52.15,0.0,1,3,0
CUST-00927,107.73,0.0,4,6,0
CUST-00928,58.24,0.0,2,6,1
CUST-00929,52.06,0.0,0,6,1
CUST-00930,97.66,0.0,2,10,0
CUST-00931,31.57,0.0,0,2,0
CUST-00932,54.11,0.0,1,9,1
CUST-00933,63.78,0.0,3,8,0
CUST-00934,109.4,0.0,2,7,0
CUST-00935,115.54,0.0,1,9,0
CUST-00936,94.48,0.0,2,4,0
CUST-00937,74.32,0.0,3,2,1
CUST-00938,87.65,0.0,2,4,1
CUST-00939,67.25,0.0,1,10,1
CUST-00940,56.89,0.0,3,3,0
CUST-00941,115.56,0.0,2,2,1
CUST-00942,40.38,0.0,3,2,0
CUST-00943,61.17,0.0,1,8,0
CUST-00944,110.92,0.0,0,5,0
CUST-00945,95.08,0.0,2,6,1
CUST-00946,32.61,0.0,1,8,0
CUST-00947,32.07,0.0,0,7,0
CUST-00948,76.48,0.0,0,7,1
CUST-00949,73.58,0.0,3,7,0
CUST-00950,69.86,0.0,2,7,1
CUST-00951,57.2,0.0,4,8,1
CUST-00952,118.8,0.0,2,1,0
CUST-00953,54.47,0.0,2,3,0
CUST-00954,74.1,0.0,0,1,0
CUST-00955,66.43,0.0,2,8,1
CUST-00956,45.31,0.0,1,2,0
CUST-00957,48.23,0.0,0,7,0
CUST-00958,112.65,0.0,0,6,0
CUST-00959,107.24,0.0,2,1,0
CUST-00960,47.91,0.0,0,6,0
CUST-00961,108.81,0.0,1,9,1
CUST-00962,48.82,0.0,1,3,0
CUST-00963,86.39,0.0,0,7,0
CUST-00964,37.31,0.0,2,4,0
CUST-00965,109.23,0.0,1,1,0
CUST-00966,34.63,0.0,2,7,0
CUST-00967,79.94,0.0,1,1,0
CUST-00968,100.17,0.0,1,4,0
CUST-00969,40.51,0.0,0,9,0
CUST-00970,66.4,0.0,0,5,0
CUST-00971,33.77,0.0,0,7,1
CUST-00972,91.44,0.0,2,7,0
CUST-00973,57.66,0.0,0,3,0
CUST-00974,80.34,0.0,1,8,0
CUST-00975,113.95,0.0,1,1,0
CUST-00976,57.52,0.0,0,4,0
CUST-00977,34.37,0.0,3,10,0
CUST-00978,90.8,0.0,0,4,0
CUST-00979,100.81,0.0,1,2,1
CUST-00980,116.21,0.0,1,6,0
CUST-00981,44.19,0.0,2,1,0
CUST-00982,65.29,0.0,0,3,0
CUST-00983,105.97,0.0,1,9,0
CUST-00984,102.62,0.0,2,10,1
CUST-00985,86.23,0.0,0,6,0
CUST-00986,54.24,0.0,1,2,0
CUST-00987,55.56,0.0,3,9,0
CUST-00988,41.15,0.0,4,2,0
CUST-00989,112.97,0.0,2,7,0
CUST-00990,45.56,0.0,4,1,1
CUST-00991,81.56,0.0,4,5,1
CUST-00992,82.59,0.0,0,7,0
CUST-00993,63.26,0.0,1,3,0
CUST-00994,61.72,0.0,1,4,0
CUST-00995,90.17,0.0,0,5,0
CUST-00996,64.94,0.0,1,3,0
CUST-00997,52.95,0.0,0,6,0
CUST-00998,65.92,0.0,0,3,0
CUST-00999,102.69,0.0,3,8,0
CUST-01000,116.98,0.0,1,7,1
CUST-01001,87.23,0.0,2,1,1
CUST-01002,100.39,0.0,1,2,1
CUST-01003,77.95,0.0,3,4,0
CUST-01004,86.23,0.0,1,5,0
CUST-01005,118.93,0.0,0,10,0
CUST-01006,69.45,0.0,2,4,0
CUST-01007,35.95,0.0,0,4,0
CUST-01008,116.13,0.0,1,9,0
CUST-01009,101.37,0.0,1,4,0
CUST-01010,65.84,0.0,4,4,1
CUST-01011,118.42,0.0,1,4,0
CUST-01012,61.09,0.0,4,2,0
CUST-01013,63.48,0.0,2,8,0
CUST-01014,84.87,0.0,1,4,0
CUST-01015,54.68,0.0,2,5,0
CUST-01016,92.87,0.0,2,8,0
CUST-01017,43.75,0.0,1,4,0
CUST-01018,39.71,0.0,2,5,1
CUST-01019,78.13,0.0,3,5,0
CUST-01020,79.99,0.0,1,6,0
CUST-01021,39.59,0.0,2,7,0
CUST-01022,116.78,0.0,3,3,0
CUST-01023,81.59,0.0,1,10,0
CUST-01024,43.58,0.0,2,3,0
CUST-01025,58.02,0.0,1,9,0
CUST-01026,102.02,0.0,0,1,1
CUST-01027,77.09,0.0,0,10,0
CUST-01028,46.93,0.0,4,8,0
CUST-01029,39.25,0.0,1,10,0
CUST-01030,68.76,0.0,1,3,0
CUST-01031,60.36,0.0,0,5,0
CUST-01032,89.03,0.0,1,3,0
CUST-01033,113.27,0.0,1,10,0
CUST-01034,52.29,0.0,2,1,0
CUST-01035,106.97,0.0,1,10,0
CUST-01036,112.84,0.0,0,5,0
CUST-01037,111.18,0.0,1,8,0
CUST-01038,115.69,0.0,0,5,0
CUST-01039,105.79,0.0,0,4,0
CUST-01040,83.41,0.0,1,9,0
CUST-01041,66.88,0.0,1,1,1
CUST-01042,74.25,0.0,4,5,0
CUST-01043,108.53,0.0,2,1,1
CUST-01044,57.12,0.0,2,6,0
CUST-01045,44.33,0.0,3,10,0
CUST-01046,42.67,0.0,2,9,0
CUST-01047,104.43,0.0,3,2,0
CUST-01048,98.53,0.0,2,4,0
CUST-01049,74.78,0.0,1,8,0
CUST-01050,54.73,0.0,1,3,0
CUST-01051,90.98,0.0,0,7,0
CUST-01052,33.45,0.0,2,7,0
CUST-01053,81.14,0.0,3,2,0
CUST-01054,65.85,0.0,0,10,0
CUST-01055,118.01,0.0,2,4,0
CUST-01056,75.68,0.0,1,1,0
CUST-01057,79.7,0.0,2,8,0
CUST-01058,94.11,0.0,0,10,0
CUST-01059,73.6,0.0,1,10,0
CUST-01060,50.2,0.0,1,9,0
CUST-01061,78.35,0.0,2,1,0
CUST-01062,114.98,0.0,3,7,0
CUST-01063,66.89,0.0,0,1,0
CUST-01064,91.16,0.0,0,1,0
CUST-01065,118.02,0.0,1,9,0
CUST-01066,104.69,0.0,3,10,1
CUST-01067,89.31,0.0,1,10,1
CUST-01068,96.24,0.0,0,6,0
CUST-01069,114.28,0.0,1,1,0
CUST-01070,116.38,0.0,4,7,0
CUST-01071,117.21,0.0,1,3,0
CUST-01072,86.3,0.0,1,10,0
CUST-01073,64.62,0.0,1,4,0
CUST-01074,41.98,0.0,3,4,0
CUST-01075,64.69,0.0,1,8,0
CUST-01076,114.87,0.0,3,1,1
CUST-01077,110.08,0.0,6,8,0
CUST-01078,77.12,0.0,1,9,0
CUST-01079,78.33,0.0,4,7,1
CUST-01080,57.8,0.0,0,1,0
CUST-01081,70.9,0.0,0,7,0
CUST-01082,94.3,0.0,1,6,0
CUST-01083,66.21,0.0,0,5,1
CUST-01084,46.91,0.0,1,5,0
CUST-01085,78.67,0.0,0,1,0
CUST-01086,50.27,0.0,0,6,1
CUST-01087,117.69,0.0,1,4,0
CUST-01088,65.12,0.0,1,1,0
CUST-01089,111.87,0.0,5,8,0
CUST-01090,50.29,0.0,2,8,0
CUST-01091,47.02,0.0,2,4,0
CUST-01092,85.52,0.0,4,7,0
CUST-01093,100.14,0.0,1,3,0
CUST-01094,81.0,0.0,1,8,0
CUST-01095,50.67,0.0,1,7,0
CUST-01096,33.4,0.0,1,5,0
CUST-01097,85.64,0.0,2,5,1
CUST-01098,41.78,0.0,1,9,0
CUST-01099,60.88,0.0,3,6,0
CUST-01100,90.82,0.0,1,6,1
CUST-01101,38.81,0.0,0,2,1
CUST-01102,41.44,0.0,1,5,0
CUST-01103,35.54,0.0,2,4,0
CUST-01104,119.65,0.0,3,10,0
CUST-01105,64.83,0.0,2,3,0
CUST-01106,111.52,0.0,1,9,1
CUST-01107,56.42,0.0,1,7,0
CUST-01108,97.79,0.0,4,4,1
CUST-01109,49.71,0.0,4,9,1
CUST-01110,74.84,0.0,2,9,0
CUST-01111,104.21,0.0,2,7,1
CUST-01112,103.47,0.0,1,5,0
CUST-01113,101.48,0.0,0,9,0
CUST-01114,104.13,0.0,2,7,1
CUST-01115,49.02,0.0,2,9,0
CUST-01116,73.39,0.0,3,3,0
CUST-01117,73.63,0.0,1,9,1
CUST-01118,110.14,0.0,0,1,0
CUST-01119,56.71,0.0,1,5,0
CUST-01120,113.83,0.0,0,2,0
CUST-01121,70.57,0.0,2,1,0
CUST-01122,90.28,0.0,1,3,1
CUST-01123,54.19,0.0,1,7,0
CUST-01124,66.92,0.0,2,3,1
CUST-01125,93.88,0.0,4,10,1
CUST-01126,76.14,0.0,2,10,0
CUST-01127,113.76,0.0,1,9,0
CUST-01128,96.34,0.0,3,3,0
CUST-01129,80.79,0.0,5,6,0
CUST-01130,109.8,0.0,2,2,0
CUST-01131,89.9,0.0,5,8,1
CUST-01132,88.26,0.0,1,10,0
CUST-01133,52.17,0.0,1,5,1
CUST-01134,65.53,0.0,2,2,0
CUST-01135,91.49,0.0,1,7,0
CUST-01136,110.26,0.0,0,3,0
CUST-01137,58.39,0.0,1,5,0
CUST-01138,49.39,0.0,1,9,1
CUST-01139,83.43,0.0,1,1,0
CUST-01140,36.04,0.0,2,2,1
CUST-01141,94.31,0.0,3,5,1
CUST-01142,93.28,0.0,1,4,0
CUST-01143,61.94,0.0,5,1,0
CUST-01144,110.34,0.0,1,7,0
CUST-01145,75.19,0.0,2,9,0
CUST-01146,88.12,0.0,3,1,0
CUST-01147,48.85,0.0,2,8,0
CUST-01148,67.55,0.0,3,9,1
CUST-01149,107.62,0.0,1,2,0
CUST-01150,49.16,0.0,3,1,0
CUST-01151,65.15,0.0,2,6,0
CUST-01152,58.62,0.0,1,7,0
CUST-01153,43.59,0.0,0,2,0
CUST-01154,56.07,0.0,0,5,0
CUST-01155,50.94,0.0,2,5,1
CUST-01156,113.12,0.0,1,7,0
CUST-01157,96.69,0.0,2,1,1
CUST-01158,58.44,0.0,0,10,0
CUST-01159,98.7,0.0,2,8,0
CUST-01160,5000.0,0.0,3,5,1
CUST-01161,77.38,0.0,4,3,0
CUST-01162,52.52,0.0,1,9,0
CUST-01163,40.28,0.0,0,3,0
CUST-01164,109.54,0.0,2,7,1
CUST-01165,47.93,0.0,2,10,0
CUST-01166,104.01,0.0,0,7,0
CUST-01167,67.18,0.0,2,10,0
CUST-01168,31.28,0.0,2,8,0
CUST-01169,95.93,0.0,2,10,0
CUST-01170,83.67,0.0,0,8,0
CUST-01171,60.97,0.0,2,4,0
CUST-01172,55.33,0.0,2,1,0
CUST-01173,36.62,0.0,4,4,0
CUST-01174,114.73,0.0,3,6,0
CUST-01175,74.45,0.0,2,10,1
CUST-01176,37.69,0.0,1,6,0
CUST-01177,108.18,0.0,1,6,0
CUST-01178,55.09,0.0,2,7,0
CUST-01179,48.32,0.0,1,1,1
CUST-01180,55.28,0.0,1,10,0
CUST-01181,80.81,0.0,1,1,0
CUST-01182,36.66,0.0,1,7,0
CUST-01183,73.35,0.0,3,4,0
CUST-01184,110.62,0.0,1,6,0
CUST-01185,46.93,0.0,2,6,0
CUST-01186,59.8,0.0,0,9,0
CUST-01187,65.64,0.0,1,2,0
CUST-01188,82.76,0.0,1,4,1
CUST-01189,112.73,0.0,2,4,0
CUST-01190,65.5,0.0,1,7,0
CUST-01191,36.21,0.0,2,1,0
CUST-01192,61.31,0.0,1,5,0
CUST-01193,47.1,0.0,2,4,1
CUST-01194,88.66,0.0,2,2,0
CUST-01195,32.62,0.0,3,5,0
CUST-01196,56.27,0.0,3,9,0
CUST-01197,79.06,0.0,3,8,1
CUST-01198,54.95,0.0,1,9,1
CUST-01199,79.59,0.0,1,7,0
CUST-01200,40.32,0.0,2,10,0
CUST-01201,114.85,0.0,1,7,0
CUST-01202,56.17,0.0,3,2,0
CUST-01203,113.07,0.0,0,3,0
CUST-01204,59.32,0.0,2,10,1
CUST-01205,100.36,0.0,3,8,1
CUST-01206,52.15,0.0,1,2,0
CUST-01207,90.28,0.0,0,7,0
CUST-01208,59.13,0.0,1,6,1
CUST-01209,75.82,0.0,1,10,1
CUST-01210,90.64,0.0,2,4,0
CUST-01211,83.0,0.0,2,4,1
CUST-01212,81.86,0.0,1,3,0
CUST-01213,35.9,0.0,3,6,0
CUST-01214,52.41,0.0,0,3,0
CUST-01215,81.46,0.0,1,9,0
CUST-01216,31.64,0.0,2,4,0
CUST-01217,52.55,0.0,1,4,1
CUST-01218,50.62,0.0,1,2,0
CUST-01219,52.48,0.0,1,2,0
CUST-01220,78.2,0.0,2,7,0
CUST-01221,82.37,0.0,2,5,0
CUST-01222,111.81,0.0,0,3,0
CUST-01223,64.74,0.0,2,6,0
CUST-01224,113.39,0.0,0,6,0
CUST-01225,88.67,0.0,0,1,0
CUST-01226,112.14,0.0,3,3,0
CUST-01227,105.01,0.0,1,5,1
CUST-01228,91.88,0.0,2,7,0
CUST-01229,62.04,0.0,2,4,0
CUST-01230,51.69,0.0,2,8,1
CUST-01231,50.01,0.0,2,3,1
CUST-01232,115.7,0.0,1,6,0
CUST-01233,116.27,0.0,2,6,0
CUST-01234,95.23,0.0,0,9,0
CUST-01235,109.54,0.0,3,4,0
CUST-01236,112.71,0.0,1,7,0
CUST-01237,76.04,0.0,2,10,0
CUST-01238,86.61,0.0,2,1,0
CUST-01239,67.68,0.0,1,1,0
CUST-01240,67.66,0.0,1,2,1
CUST-01241,33.45,0.0,3,4,0
CUST-01242,69.04,0.0,0,6,0
CUST-01243,90.61,0.0,4,4,0
CUST-01244,67.97,0.0,1,6,1
CUST-01245,108.52,0.0,2,2,1
CUST-01246,59.92,0.0,2,9,0
CUST-01247,41.93,0.0,3,3,0
CUST-01248,5000.0,0.0,0,7,0
CUST-01249,90.65,0.0,0,1,0
CUST-01250,51.76,0.0,1,8,0
CUST-01251,78.28,0.0,1,4,0
CUST-01252,66.16,0.0,2,5,0
CUST-01253,114.5,0.0,1,7,0
CUST-01254,84.66,0.0,1,3,0
CUST-01255,44.25,0.0,2,9,0
CUST-01256,75.19,0.0,3,9,0
CUST-01257,107.63,0.0,3,8,1
CUST-01258,90.43,0.0,2,1,0
CUST-01259,105.82,0.0,2,2,0
CUST-01260,52.53,0.0,0,2,0
CUST-01261,109.95,0.0,1,3,0
CUST-01262,98.0,0.0,2,2,0
CUST-01263,95.6,0.0,1,1,0
CUST-01264,61.18,0.0,2,5,0
CUST-01265,109.89,0.0,2,6,0
CUST-01266,87.41,0.0,1,7,1
CUST-01267,106.66,0.0,1,10,1
CUST-01268,62.48,0.0,0,7,1
CUST-01269,43.1,0.0,1,2,1
CUST-01270,59.9,0.0,2,7,0
CUST-01271,70.97,0.0,1,2,0
CUST-01272,78.0,0.0,0,2,1
CUST-01273,75.97,0.0,1,6,0
CUST-01274,79.14,0.0,5,6,0
CUST-01275,105.75,0.0,3,8,1
CUST-01276,45.3,0.0,0,5,0
CUST-01277,58.44,0.0,1,5,0
CUST-01278,109.97,0.0,0,10,0
CUST-01279,80.44,0.0,2,1,0
CUST-01280,82.5,0.0,2,4,0
CUST-01281,73.02,0.0,2,1,1
CUST-01282,79.4,0.0,1,10,0
CUST-01283,47.82,0.0,1,5,0
CUST-01284,79.21,0.0,1,8,0
CUST-01285,119.75,0.0,0,1,0
CUST-01286,80.94,0.0,2,3,0
CUST-01287,33.99,0.0,0,1,1
CUST-01288,101.68,0.0,2,6,0
CUST-01289,65.68,0.0,1,10,0
CUST-01290,43.82,0.0,1,1,0
CUST-01291,107.63,0.0,0,10,0
CUST-01292,47.81,0.0,3,3,0
CUST-01293,112.87,0.0,1,5,0
CUST-01294,69.76,0.0,3,5,0
CUST-01295,96.85,0.0,0,2,0
CUST-01296,79.23,0.0,1,3,0
CUST-01297,53.09,0.0,0,9,1
CUST-01298,90.39,0.0,0,1,0
CUST-01299,116.21,0.0,0,1,0
CUST-01300,99.27,0.0,2,2,1
CUST-01301,84.36,0.0,3,8,0
CUST-01302,119.16,0.0,1,6,0
CUST-01303,53.87,0.0,2,4,0
CUST-01304,35.6,0.0,1,7,0
CUST-01305,32.88,0.0,3,6,0
CUST-01306,93.96,0.0,1,9,0
CUST-01307,104.72,0.0,0,6,0
CUST-01308,87.16,0.0,2,2,0
CUST-01309,111.45,0.0,2,3,0
CUST-01310,92.81,0.0,4,9,0
CUST-01311,63.38,0.0,2,7,0
CUST-01312,46.31,0.0,1,6,0
CUST-01313,113.22,0.0,2,5,0
CUST-01314,39.31,0.0,0,3,0
CUST-01315,78.86,0.0,2,4,0
CUST-01316,58.25,0.0,2,1,1
CUST-01317,54.42,0.0,2,5,0
CUST-01318,88.12,0.0,1,7,1
CUST-01319,50.8,0.0,1,2,0
CUST-01320,112.47,0.0,3,8,1
CUST-01321,66.54,0.0,3,10,0
CUST-01322,90.96,0.0,2,6,0
CUST-01323,95.5,0.0,3,10,0
CUST-01324,91.46,0.0,3,3,1
CUST-01325,111.31,0.0,1,2,0
CUST-01326,50.79,0.0,1,8,0
