CustomerID,SignupDate,ContractType,PaymentMethod,Age
CUST-00838,2023-02-04 21:00:00,Month-to-month,Mailed Check,40
CUST-00839,2023-02-04 22:00:00,Month-to-month,,62
CUST-00840,2023-02-04 23:00:00,One year,Credit Card,77
CUST-00841,2023-02-05 00:00:00,Month-to-month,,73
CUST-00842,2023-02-05 01:00:00,One year,Mailed Check,32
CUST-00843,2023-02-05 02:00:00,Month-to-month,Mailed Check,23
CUST-00844,2023-02-05 03:00:00,Two year,Credit Card,50
CUST-00845,2023-02-05 04:00:00,Month-to-month,Credit Card,72
CUST-00846,2023-02-05 05:00:00,Month-to-month,Bank Transfer,36
CUST-00847,2023-02-05 06:00:00,Month-to-month,Mailed Check,30
CUST-00848,2023-02-05 07:00:00,Two year,Mailed Check,46
CUST-00849,2023-02-05 08:00:00,Month-to-month,Mailed Check,78
CUST-00850,2023-02-05 09:00:00,Month-to-month,Bank Transfer,23
CUST-00851,2023-02-05 10:00:00,Month-to-month,Mailed Check,32
CUST-00852,2023-02-05 11:00:00,One year,Credit Card,33
CUST-00853,2023-02-05 12:00:00,Month-to-month,Mailed Check,41
CUST-00854,2023-02-05 13:00:00,Two year,Electronic Check,40
CUST-00855,2023-02-05 14:00:00,Month-to-month,Credit Card,65
CUST-00856,2023-02-05 15:00:00,Month-to-month,Bank Transfer,27
CUST-00857,2023-02-05 16:00:00,Month-to-month,Mailed Check,71
CUST-00858,2023-02-05 17:00:00,Month-to-month,Electronic Check,58
CUST-00859,2023-02-05 18:00:00,Month-to-month,Bank Transfer,58
CUST-00860,2023-02-05 19:00:00,Month-to-month,Bank Transfer,66
CUST-00861,2023-02-05 20:00:00,One year,Credit Card,34
CUST-00862,2023-02-05 21:00:00,Month-to-month,Bank Transfer,66
CUST-00863,2023-02-05 22:00:00,Month-to-month,Bank Transfer,73
CUST-00864,2023-02-05 23:00:00,Month-to-month,Bank Transfer,61
CUST-00865,2023-02-06 00:00:00,Month-to-month,Bank Transfer,62
CUST-00866,2023-02-06 01:00:00,Month-to-month,Mailed Check,47
CUST-00867,2023-02-06 02:00:00,Month-to-month,Mailed Check,61
CUST-00868,2023-02-06 03:00:00,Month-to-month,Mailed Check,63
CUST-00869,2023-02-06 04:00:00,Two year,Mailed Check,27
CUST-00870,2023-02-06 05:00:00,Two year,Electronic Check,72
CUST-00871,2023-02-06 06:00:00,Month-to-month,Mailed Check,36
CUST-00872,2023-02-06 07:00:00,Month-to-month,Bank Transfer,46
CUST-00873,2023-02-06 08:00:00,One year,Mailed Check,19
CUST-00874,2023-02-06 09:00:00,Month-to-month,,53
CUST-00875,2023-02-06 10:00:00,Month-to-month,Credit Card,36
CUST-00876,2023-02-06 11:00:00,Month-to-month,Bank Transfer,24
CUST-00877,2023-02-06 12:00:00,One year,Mailed Check,43
CUST-00878,2023-02-06 13:00:00,One year,Mailed Check,32
CUST-00879,2023-02-06 14:00:00,Month-to-month,Mailed Check,64
CUST-00880,2023-02-06 15:00:00,Month-to-month,Electronic Check,73
CUST-00881,2023-02-06 16:00:00,Month-to-month,Mailed Check,55
CUST-00882,2023-02-06 17:00:00,One year,Credit Card,20
CUST-00883,2023-02-06 18:00:00,Month-to-month,Bank Transfer,55
CUST-00884,2023-02-06 19:00:00,Month-to-month,Bank Transfer,33
CUST-00885,2023-02-06 20:00:00,One year,Mailed Check,19
CUST-00886,2023-02-06 21:00:00,Month-to-month,Mailed Check,48
CUST-00887,2023-02-06 22:00:00,One year,Mailed Check,45
CUST-00888,2023-02-06 23:00:00,Month-to-month,Bank Transfer,24
CUST-00889,2023-02-07 00:00:00,Month-to-month,Bank Transfer,47
CUST-00890,2023-02-07 01:00:00,Month-to-month,Electronic Check,60
CUST-00891,2023-02-07 02:00:00,One year,Credit Card,75
CUST-00892,2023-02-07 03:00:00,Two year,Electronic Check,79
CUST-00893,2023-02-07 04:00:00,Two year,Credit Card,24
CUST-00894,2023-02-07 05:00:00,Month-to-month,Electronic Check,53
CUST-00895,2023-02-07 06:00:00,One year,Bank Transfer,46
CUST-00896,2023-02-07 07:00:00,Month-to-month,Electronic Check,41
CUST-00897,2023-02-07 08:00:00,Month-to-month,Credit Card,69
CUST-00898,2023-02-07 09:00:00,Two year,Mailed Check,56
CUST-00899,2023-02-07 10:00:00,Month-to-month,Credit Card,21
CUST-00900,2023-02-07 11:00:00,Month-to-month,Mailed Check,46
CUST-00901,2023-02-07 12:00:00,Month-to-month,Bank Transfer,61
CUST-00902,2023-02-07 13:00:00,Month-to-month,Credit Card,22
CUST-00903,2023-02-07 14:00:00,Month-to-month,Electronic Check,72
CUST-00904,2023-02-07 15:00:00,Month-to-month,Credit Card,46
CUST-00905,2023-02-07 16:00:00,Month-to-month,Mailed Check,79
CUST-00906,2023-02-07 17:00:00,Two year,Bank Transfer,47
CUST-00907,2023-02-07 18:00:00,Two year,Electronic Check,46
CUST-00908,2023-02-07 19:00:00,Month-to-month,Credit Card,43
CUST-00909,2023-02-07 20:00:00,Month-to-month,Mailed Check,36
CUST-00910,2023-02-07 21:00:00,Month-to-month,Electronic Check,43
CUST-00911,2023-02-07 22:00:00,Month-to-month,Bank Transfer,54
CUST-00912,2023-02-07 23:00:00,Month-to-month,Electronic Check,44
CUST-00913,2023-02-08 00:00:00,One year,Bank Transfer,47
CUST-00914,2023-02-08 01:00:00,Month-to-month,Electronic Check,68
CUST-00915,2023-02-08 02:00:00,Month-to-month,Credit Card,70
CUST-00916,2023-02-08 03:00:00,Month-to-month,Mailed Check,47
CUST-00917,2023-02-08 04:00:00,Month-to-month,Credit Card,20
CUST-00918,2023-02-08 05:00:00,Two year,Credit Card,76
CUST-00919,2023-02-08 06:00:00,One year,Bank Transfer,75
CUST-00920,2023-02-08 07:00:00,Month-to-month,Bank Transfer,60
CUST-00921,2023-02-08 08:00:00,Two year,Bank Transfer,24
CUST-00922,2023-02-08 09:00:00,Month-to-month,,78
CUST-00923,2023-02-08 10:00:00,Two year,Electronic Check,66
CUST-00924,2023-02-08 11:00:00,One year,Electronic Check,74
CUST-00925,2023-02-08 12:00:00,Month-to-month,Credit Card,26
CUST-00926,2023-02-08 13:00:00,Month-to-month,Credit Card,70
CUST-00927,2023-02-08 14:00:00,Month-to-month,Mailed Check,58
CUST-00928,2023-02-08 15:00:00,Month-to-month,Bank Transfer,59
CUST-00929,2023-02-08 16:00:00,One year,Bank Transfer,30
CUST-00930,2023-02-08 17:00:00,Month-to-month,Credit Card,32
CUST-00931,2023-02-08 18:00:00,Month-to-month,Credit Card,71
CUST-00932,2023-02-08 19:00:00,Two year,Electronic Check,22
CUST-00933,2023-02-08 20:00:00,Two year,Credit Card,46
CUST-00934,2023-02-08 21:00:00,Month-to-month,Electronic Check,52
CUST-00935,2023-02-08 22:00:00,Month-to-month,Credit Card,44
CUST-00936,2023-02-08 23:00:00,Month-to-month,Mailed Check,44
CUST-00937,2023-02-09 00:00:00,Month-to-month,Mailed Check,25
CUST-00938,2023-02-09 01:00:00,Two year,Electronic Check,49
CUST-00939,2023-02-09 02:00:00,Month-to-month,Bank Transfer,37
CUST-00940,2023-02-09 03:00:00,Month-to-month,Mailed Check,27
CUST-00941,2023-02-09 04:00:00,Month-to-month,Electronic Check,30
CUST-00942,2023-02-09 05:00:00,Month-to-month,Credit Card,46
CUST-00943,2023-02-09 06:00:00,One year,Credit Card,52
CUST-00944,2023-02-09 07:00:00,Two year,Electronic Check,78
CUST-00945,2023-02-09 08:00:00,Month-to-month,Bank Transfer,71
CUST-00946,2023-02-09 09:00:00,Month-to-month,Electronic Check,25
CUST-00947,2023-02-09 10:00:00,Month-to-month,Electronic Check,46
CUST-00948,2023-02-09 11:00:00,Two year,Mailed Check,48
CUST-00949,2023-02-09 12:00:00,Two year,Electronic Check,58
CUST-00950,2023-02-09 13:00:00,Month-to-month,Electronic Check,47
CUST-00951,2023-02-09 14:00:00,One year,Credit Card,39
CUST-00952,2023-02-09 15:00:00,One year,Mailed Check,38
CUST-00953,2023-02-09 16:00:00,Month-to-month,Credit Card,29
CUST-00954,2023-02-09 17:00:00,Two year,Credit Card,28
CUST-00955,2023-02-09 18:00:00,Month-to-month,Bank Transfer,19
CUST-00956,2023-02-09 19:00:00,Month-to-month,,67
CUST-00957,2023-02-09 20:00:00,Month-to-month,Mailed Check,58
CUST-00958,2023-02-09 21:00:00,Month-to-month,Mailed Check,19
CUST-00959,2023-02-09 22:00:00,Month-to-month,Bank Transfer,51
CUST-00960,2023-02-09 23:00:00,One year,Bank Transfer,20
CUST-00961,2023-02-10 00:00:00,Month-to-month,Bank Transfer,33
CUST-00962,2023-02-10 01:00:00,One year,Bank Transfer,68
CUST-00963,2023-02-10 02:00:00,Month-to-month,Bank Transfer,21
CUST-00964,2023-02-10 03:00:00,Month-to-month,Credit Card,40
CUST-00965,2023-02-10 04:00:00,Month-to-month,Mailed Check,74
CUST-00966,2023-02-10 05:00:00,Month-to-month,Credit Card,67
CUST-00967,2023-02-10 06:00:00,One year,Credit Card,37
CUST-00968,2023-02-10 07:00:00,Month-to-month,Electronic Check,42
CUST-00969,2023-02-10 08:00:00,Month-to-month,Credit Card,47
CUST-00970,2023-02-10 09:00:00,Month-to-month,Bank Transfer,35
CUST-00971,2023-02-10 10:00:00,One year,Bank Transfer,59
CUST-00972,2023-02-10 11:00:00,Two year,Electronic Check,28
CUST-00973,2023-02-10 12:00:00,One year,Electronic Check,46
CUST-00974,2023-02-10 13:00:00,Month-to-month,Electronic Check,34
CUST-00975,2023-02-10 14:00:00,Month-to-month,Electronic Check,43
CUST-00976,2023-02-10 15:00:00,Month-to-month,Electronic Check,73
CUST-00977,2023-02-10 16:00:00,Month-to-month,Credit Card,74
CUST-00978,2023-02-10 17:00:00,Month-to-month,Electronic Check,40
CUST-00979,2023-02-10 18:00:00,Month-to-month,,73
CUST-00980,2023-02-10 19:00:00,Month-to-month,Mailed Check,69
CUST-00981,2023-02-10 20:00:00,Month-to-month,Electronic Check,65
CUST-00982,2023-02-10 21:00:00,One year,Electronic Check,37
CUST-00983,2023-02-10 22:00:00,Month-to-month,Credit Card,62
CUST-00984,2023-02-10 23:00:00,Month-to-month,Mailed Check,19
CUST-00985,2023-02-11 00:00:00,One year,Credit Card,41
CUST-00986,2023-02-11 01:00:00,Month-to-month,Credit Card,48
CUST-00987,2023-02-11 02:00:00,One year,Electronic Check,44
CUST-00988,2023-02-11 03:00:00,Month-to-month,Bank Transfer,19
CUST-00989,2023-02-11 04:00:00,Month-to-month,Bank Transfer,74
CUST-00990,2023-02-11 05:00:00,Two year,Credit Card,31
CUST-00991,2023-02-11 06:00:00,One year,Electronic Check,21
CUST-00992,2023-02-11 07:00:00,One year,Mailed Check,66
CUST-00993,2023-02-11 08:00:00,Month-to-month,Bank Transfer,30
CUST-00994,2023-02-11 09:00:00,Month-to-month,Mailed Check,53
CUST-00995,2023-02-11 10:00:00,Month-to-month,Bank Transfer,52
CUST-00996,2023-02-11 11:00:00,Month-to-month,Electronic Check,61
CUST-00997,2023-02-11 12:00:00,Two year,,71
CUST-00998,2023-02-11 13:00:00,Month-to-month,Mailed Check,72
CUST-00999,2023-02-11 14:00:00,Two year,Mailed Check,25
CUST-01000,2023-02-11 15:00:00,Month-to-month,Credit Card,19
CUST-01001,2023-02-11 16:00:00,Month-to-month,Mailed Check,23
CUST-01002,2023-02-11 17:00:00,Month-to-month,Bank Transfer,48
CUST-01003,2023-02-11 18:00:00,Two year,Credit Card,71
CUST-01004,2023-02-11 19:00:00,One year,Bank Transfer,27
CUST-01005,2023-02-11 20:00:00,Two year,Bank Transfer,61
CUST-01006,2023-02-11 21:00:00,One year,Electronic Check,38
CUST-01007,2023-02-11 22:00:00,One year,Bank Transfer,59
CUST-01008,2023-02-11 23:00:00,Two year,Electronic Check,27
CUST-01009,2023-02-12 00:00:00,Month-to-month,Mailed Check,40
CUST-01010,2023-02-12 01:00:00,Month-to-month,,20
CUST-01011,2023-02-12 02:00:00,Month-to-month,Electronic Check,49
CUST-01012,2023-02-12 03:00:00,Two year,Bank Transfer,37
CUST-01013,2023-02-12 04:00:00,Two year,Credit Card,27
CUST-01014,2023-02-12 05:00:00,Month-to-month,Credit Card,46
CUST-01015,2023-02-12 06:00:00,One year,Electronic Check,58
CUST-01016,2023-02-12 07:00:00,Two year,Mailed Check,69
CUST-01017,2023-02-12 08:00:00,Month-to-month,Mailed Check,68
CUST-01018,2023-02-12 09:00:00,Month-to-month,Credit Card,63
CUST-01019,2023-02-12 10:00:00,Two year,Electronic Check,51
CUST-01020,2023-02-12 11:00:00,Month-to-month,Credit Card,54
CUST-01021,2023-02-12 12:00:00,One year,Bank Transfer,37
CUST-01022,2023-02-12 13:00:00,Month-to-month,Bank Transfer,78
CUST-01023,2023-02-12 14:00:00,Two year,Electronic Check,78
CUST-01024,2023-02-12 15:00:00,Two year,Electronic Check,25
CUST-01025,2023-02-12 16:00:00,Two year,Bank Transfer,24
CUST-01026,2023-02-12 17:00:00,Month-to-month,Mailed Check,23
CUST-01027,2023-02-12 18:00:00,Two year,Electronic Check,28
CUST-01028,2023-02-12 19:00:00,Two year,,61
CUST-01029,2023-02-12 20:00:00,Month-to-month,Bank Transfer,35
CUST-01030,2023-02-12 21:00:00,Two year,Mailed Check,68
CUST-01031,2023-02-12 22:00:00,Month-to-month,Mailed Check,59
CUST-01032,2023-02-12 23:00:00,Month-to-month,Mailed Check,74
CUST-01033,2023-02-13 00:00:00,Month-to-month,Mailed Check,46
CUST-01034,2023-02-13 01:00:00,Month-to-month,Credit Card,42
CUST-01035,2023-02-13 02:00:00,Month-to-month,Mailed Check,38
CUST-01036,2023-02-13 03:00:00,One year,Credit Card,63
CUST-01037,2023-02-13 04:00:00,Month-to-month,Electronic Check,20
CUST-01038,2023-02-13 05:00:00,One year,Bank Transfer,35
CUST-01039,2023-02-13 06:00:00,Month-to-month,Credit Card,41
CUST-01040,2023-02-13 07:00:00,Month-to-month,Electronic Check,64
CUST-01041,2023-02-13 08:00:00,Month-to-month,Electronic Check,55
CUST-01042,2023-02-13 09:00:00,One year,Credit Card,27
CUST-01043,2023-02-13 10:00:00,Month-to-month,Electronic Check,44
CUST-01044,2023-02-13 11:00:00,One year,Electronic Check,29
CUST-01045,2023-02-13 12:00:00,Two year,Credit Card,24
CUST-01046,2023-02-13 13:00:00,One year,Electronic Check,34
CUST-01047,2023-02-13 14:00:00,Month-to-month,Mailed Check,18
CUST-01048,2023-02-13 15:00:00,Month-to-month,Mailed Check,75
CUST-01049,2023-02-13 16:00:00,Two year,Bank Transfer,67
CUST-01050,2023-02-13 17:00:00,Month-to-month,Electronic Check,43
CUST-01051,2023-02-13 18:00:00,Two year,Bank Transfer,32
CUST-01052,2023-02-13 19:00:00,Month-to-month,Mailed Check,68
CUST-01053,2023-02-13 20:00:00,Two year,Mailed Check,77
CUST-01054,2023-02-13 21:00:00,One year,Mailed Check,50
CUST-01055,2023-02-13 22:00:00,Two year,Electronic Check,79
CUST-01056,2023-02-13 23:00:00,Month-to-month,Electronic Check,54
CUST-01057,2023-02-14 00:00:00,One year,Mailed Check,64
CUST-01058,2023-02-14 01:00:00,Month-to-month,Bank Transfer,48
CUST-01059,2023-02-14 02:00:00,Month-to-month,Bank Transfer,52
CUST-01060,2023-02-14 03:00:00,One year,Credit Card,18
CUST-01061,2023-02-14 04:00:00,Two year,,25
CUST-01062,2023-02-14 05:00:00,Two year,Bank Transfer,29
CUST-01063,2023-02-14 06:00:00,One year,Mailed Check,76
CUST-01064,2023-02-14 07:00:00,Month-to-month,Bank Transfer,71
CUST-01065,2023-02-14 08:00:00,Month-to-month,Credit Card,74
CUST-01066,2023-02-14 09:00:00,One year,Credit Card,36
CUST-01067,2023-02-14 10:00:00,Month-to-month,Mailed Check,42
CUST-01068,2023-02-14 11:00:00,Month-to-month,Bank Transfer,74
CUST-01069,2023-02-14 12:00:00,Month-to-month,Electronic Check,49
CUST-01070,2023-02-14 13:00:00,Month-to-month,,29
CUST-01071,2023-02-14 14:00:00,Month-to-month,Mailed Check,30
CUST-01072,2023-02-14 15:00:00,Month-to-month,Mailed Check,45
CUST-01073,2023-02-14 16:00:00,Month-to-month,Bank Transfer,18
CUST-01074,2023-02-14 17:00:00,Month-to-month,Mailed Check,68
CUST-01075,2023-02-14 18:00:00,Two year,Credit Card,23
CUST-01076,2023-02-14 19:00:00,Month-to-month,Mailed Check,25
CUST-01077,2023-02-14 20:00:00,Month-to-month,Mailed Check,21
CUST-01078,2023-02-14 21:00:00,One year,Electronic Check,22
CUST-01079,2023-02-14 22:00:00,Month-to-month,Electronic Check,42
CUST-01080,2023-02-14 23:00:00,Two year,Credit Card,39
CUST-01081,2023-02-15 00:00:00,One year,Bank Transfer,45
CUST-01082,2023-02-15 01:00:00,Month-to-month,Electronic Check,56
CUST-01083,2023-02-15 02:00:00,Month-to-month,Bank Transfer,40
CUST-01084,2023-02-15 03:00:00,Two year,Credit Card,21
CUST-01085,2023-02-15 04:00:00,Two year,Electronic Check,69
CUST-01086,2023-02-15 05:00:00,Month-to-month,Bank Transfer,21
CUST-01087,2023-02-15 06:00:00,One year,Electronic Check,79
CUST-01088,2023-02-15 07:00:00,Month-to-month,Credit Card,64
CUST-01089,2023-02-15 08:00:00,Two year,Credit Card,76
CUST-01090,2023-02-15 09:00:00,Month-to-month,Electronic Check,38
CUST-01091,2023-02-15 10:00:00,Two year,Bank Transfer,54
CUST-01092,2023-02-15 11:00:00,One year,Mailed Check,73
CUST-01093,2023-02-15 12:00:00,One year,Mailed Check,58
CUST-01094,2023-02-15 13:00:00,Month-to-month,Electronic Check,19
CUST-01095,2023-02-15 14:00:00,Month-to-month,Bank Transfer,76
CUST-01096,2023-02-15 15:00:00,Month-to-month,Mailed Check,24
CUST-01097,2023-02-15 16:00:00,Month-to-month,Credit Card,66
CUST-01098,2023-02-15 17:00:00,Month-to-month,Bank Transfer,33
CUST-01099,2023-02-15 18:00:00,One year,Mailed Check,34
CUST-01100,2023-02-15 19:00:00,Month-to-month,Bank Transfer,37
CUST-01101,2023-02-15 20:00:00,Month-to-month,Electronic Check,75
CUST-01102,2023-02-15 21:00:00,Two year,Bank Transfer,40
CUST-01103,2023-02-15 22:00:00,Two year,Mailed Check,51
CUST-01104,2023-02-15 23:00:00,Two year,,28
CUST-01105,2023-02-16 00:00:00,Two year,Bank Transfer,51
CUST-01106,2023-02-16 01:00:00,Month-to-month,Credit Card,50
CUST-01107,2023-02-16 02:00:00,Month-to-month,Mailed Check,43
CUST-01108,2023-02-16 03:00:00,One year,Electronic Check,19
CUST-01109,2023-02-16 04:00:00,One year,Bank Transfer,78
CUST-01110,2023-02-16 05:00:00,Month-to-month,Credit Card,40
CUST-01111,2023-02-16 06:00:00,Two year,Mailed Check,58
CUST-01112,2023-02-16 07:00:00,Month-to-month,Credit Card,39
CUST-01113,2023-02-16 08:00:00,Month-to-month,Bank Transfer,75
CUST-01114,2023-02-16 09:00:00,Month-to-month,Bank Transfer,51
CUST-01115,2023-02-16 10:00:00,Month-to-month,Electronic Check,77
CUST-01116,2023-02-16 11:00:00,Month-to-month,Credit Card,32
CUST-01117,2023-02-16 12:00:00,Month-to-month,Electronic Check,27
CUST-01118,2023-02-16 13:00:00,Two year,Mailed Check,32
CUST-01119,2023-02-16 14:00:00,Month-to-month,,59
CUST-01120,2023-02-16 15:00:00,Month-to-month,Mailed Check,46
CUST-01121,2023-02-16 16:00:00,Two year,Bank Transfer,74
CUST-01122,2023-02-16 17:00:00,Two year,Bank Transfer,40
CUST-01123,2023-02-16 18:00:00,Two year,Credit Card,76
CUST-01124,2023-02-16 19:00:00,Two year,Mailed Check,34
CUST-01125,2023-02-16 20:00:00,One year,,77
CUST-01126,2023-02-16 21:00:00,Month-to-month,Credit Card,26
CUST-01127,2023-02-16 22:00:00,Month-to-month,Credit Card,67
CUST-01128,2023-02-16 23:00:00,Month-to-month,Electronic Check,53
CUST-01129,2023-02-17 00:00:00,Month-to-month,Credit Card,26
CUST-01130,2023-02-17 01:00:00,Month-to-month,Bank Transfer,33
CUST-01131,2023-02-17 02:00:00,One year,Electronic Check,53
CUST-01132,2023-02-17 03:00:00,Month-to-month,Mailed Check,65
CUST-01133,2023-02-17 04:00:00,Month-to-month,Mailed Check,68
CUST-01134,2023-02-17 05:00:00,Month-to-month,Bank Transfer,50
CUST-01135,2023-02-17 06:00:00,One year,Bank Transfer,72
CUST-01136,2023-02-17 07:00:00,Month-to-month,Electronic Check,48
CUST-01137,2023-02-17 08:00:00,Two year,Electronic Check,23
CUST-01138,2023-02-17 09:00:00,Month-to-month,Bank Transfer,27
CUST-01139,2023-02-17 10:00:00,Month-to-month,Bank Transfer,33
CUST-01140,2023-02-17 11:00:00,Month-to-month,Mailed Check,21
CUST-01141,2023-02-17 12:00:00,Two year,Mailed Check,71
CUST-01142,2023-02-17 13:00:00,Month-to-month,Mailed Check,39
CUST-01143,2023-02-17 14:00:00,One year,Bank Transfer,30
CUST-01144,2023-02-17 15:00:00,Month-to-month,Credit Card,33
CUST-01145,2023-02-17 16:00:00,Month-to-month,Bank Transfer,69
CUST-01146,2023-02-17 17:00:00,Two year,Bank Transfer,79
CUST-01147,2023-02-17 18:00:00,One year,Mailed Check,46
CUST-01148,2023-02-17 19:00:00,One year,,23
CUST-01149,2023-02-17 20:00:00,Two year,Electronic Check,43
CUST-01150,2023-02-17 21:00:00,Two year,Bank Transfer,28
CUST-01151,2023-02-17 22:00:00,One year,Bank Transfer,41
CUST-01152,2023-02-17 23:00:00,Two year,Bank Transfer,46
CUST-01153,2023-02-18 00:00:00,One year,Bank Transfer,20
CUST-01154,2023-02-18 01:00:00,One year,Credit Card,69
CUST-01155,2023-02-18 02:00:00,One year,Bank Transfer,27
CUST-01156,2023-02-18 03:00:00,One year,Electronic Check,78
CUST-01157,2023-02-18 04:00:00,Month-to-month,Electronic Check,77
CUST-01158,2023-02-18 05:00:00,Two year,Bank Transfer,79
CUST-01159,2023-02-18 06:00:00,Two year,Mailed Check,18
CUST-01160,2023-02-18 07:00:00,Month-to-month,Credit Card,69
CUST-01161,2023-02-18 08:00:00,Two year,Bank Transfer,60
CUST-01162,2023-02-18 09:00:00,Month-to-month,Bank Transfer,43
CUST-01163,2023-02-18 10:00:00,Month-to-month,,75
CUST-01164,2023-02-18 11:00:00,One year,Mailed Check,29
CUST-01165,2023-02-18 12:00:00,Month-to-month,Mailed Check,31
CUST-01166,2023-02-18 13:00:00,Two year,Mailed Check,42
CUST-01167,2023-02-18 14:00:00,Two year,Credit Card,25
CUST-01168,2023-02-18 15:00:00,Month-to-month,Electronic Check,60
CUST-01169,2023-02-18 16:00:00,Month-to-month,Credit Card,21
CUST-01170,2023-02-18 17:00:00,Month-to-month,Mailed Check,45
CUST-01171,2023-02-18 18:00:00,One year,Electronic Check,24
CUST-01172,2023-02-18 19:00:00,Two year,Electronic Check,27
CUST-01173,2023-02-18 20:00:00,One year,Mailed Check,68
CUST-01174,2023-02-18 21:00:00,Month-to-month,Mailed Check,74
CUST-01175,2023-02-18 22:00:00,One year,Credit Card,75
CUST-01176,2023-02-18 23:00:00,Month-to-month,Mailed Check,53
CUST-01177,2023-02-19 00:00:00,One year,Electronic Check,19
CUST-01178,2023-02-19 01:00:00,Month-to-month,Bank Transfer,43
CUST-01179,2023-02-19 02:00:00,One year,Mailed Check,70
CUST-01180,2023-02-19 03:00:00,Month-to-month,Mailed Check,67
CUST-01181,2023-02-19 04:00:00,Two year,Credit Card,31
CUST-01182,2023-02-19 05:00:00,Month-to-month,Credit Card,75
CUST-01183,2023-02-19 06:00:00,One year,Mailed Check,33
CUST-01184,2023-02-19 07:00:00,Two year,Electronic Check,71
CUST-01185,2023-02-19 08:00:00,Month-to-month,Electronic Check,60
CUST-01186,2023-02-19 09:00:00,Two year,Bank Transfer,59
CUST-01187,2023-02-19 10:00:00,One year,Mailed Check,34
CUST-01188,2023-02-19 11:00:00,Month-to-month,,63
CUST-01189,2023-02-19 12:00:00,Month-to-month,Electronic Check,39
CUST-01190,2023-02-19 13:00:00,One year,Bank Transfer,21
CUST-01191,2023-02-19 14:00:00,Month-to-month,Mailed Check,36
CUST-01192,2023-02-19 15:00:00,Month-to-month,Electronic Check,19
CUST-01193,2023-02-19 16:00:00,Month-to-month,Mailed Check,56
CUST-01194,2023-02-19 17:00:00,One year,Mailed Check,26
CUST-01195,2023-02-19 18:00:00,Month-to-month,Electronic Check,77
CUST-01196,2023-02-19 19:00:00,Two year,Electronic Check,36
CUST-01197,2023-02-19 20:00:00,Two year,Electronic Check,33
CUST-01198,2023-02-19 21:00:00,Two year,Mailed Check,71
CUST-01199,2023-02-19 22:00:00,One year,,42
CUST-01200,2023-02-19 23:00:00,Month-to-month,Bank Transfer,65
CUST-01201,2023-02-20 00:00:00,One year,,35
CUST-01202,2023-02-20 01:00:00,Month-to-month,Mailed Check,40
CUST-01203,2023-02-20 02:00:00,Month-to-month,Credit Card,70
CUST-01204,2023-02-20 03:00:00,Month-to-month,Electronic Check,38
CUST-01205,2023-02-20 04:00:00,Month-to-month,Mailed Check,28
CUST-01206,2023-02-20 05:00:00,One year,Bank Transfer,56
CUST-01207,2023-02-20 06:00:00,One year,Bank Transfer,58
CUST-01208,2023-02-20 07:00:00,Month-to-month,Credit Card,21
CUST-01209,2023-02-20 08:00:00,Month-to-month,Electronic Check,42
CUST-01210,2023-02-20 09:00:00,Two year,Credit Card,49
CUST-01211,2023-02-20 10:00:00,Month-to-month,Electronic Check,47
CUST-01212,2023-02-20 11:00:00,Month-to-month,Bank Transfer,62
CUST-01213,2023-02-20 12:00:00,Month-to-month,Credit Card,76
CUST-01214,2023-02-20 13:00:00,One year,Bank Transfer,43
CUST-01215,2023-02-20 14:00:00,One year,Bank Transfer,74
CUST-01216,2023-02-20 15:00:00,Month-to-month,Electronic Check,78
CUST-01217,2023-02-20 16:00:00,Month-to-month,Credit Card,53
CUST-01218,2023-02-20 17:00:00,One year,Credit Card,68
CUST-01219,2023-02-20 18:00:00,One year,Bank Transfer,51
CUST-01220,2023-02-20 19:00:00,Month-to-month,Bank Transfer,26
CUST-01221,2023-02-20 20:00:00,Two year,Electronic Check,29
CUST-01222,2023-02-20 21:00:00,Month-to-month,Mailed Check,19
CUST-01223,2023-02-20 22:00:00,Month-to-month,Mailed Check,55
CUST-01224,2023-02-20 23:00:00,Two year,Bank Transfer,22
CUST-01225,2023-02-21 00:00:00,Month-to-month,Mailed Check,79
CUST-01226,2023-02-21 01:00:00,One year,Mailed Check,22
CUST-01227,2023-02-21 02:00:00,Month-to-month,Mailed Check,69
CUST-01228,2023-02-21 03:00:00,Month-to-month,Mailed Check,39
CUST-01229,2023-02-21 04:00:00,Two year,,22
CUST-01230,2023-02-21 05:00:00,Month-to-month,Mailed Check,76
CUST-01231,2023-02-21 06:00:00,Two year,Mailed Check,21
CUST-01232,2023-02-21 07:00:00,Month-to-month,,78
CUST-01233,2023-02-21 08:00:00,Month-to-month,Bank Transfer,26
CUST-01234,2023-02-21 09:00:00,Month-to-month,Credit Card,46
CUST-01235,2023-02-21 10:00:00,One year,Credit Card,39
CUST-01236,2023-02-21 11:00:00,Month-to-month,Electronic Check,44
CUST-01237,2023-02-21 12:00:00,Two year,Electronic Check,27
CUST-01238,2023-02-21 13:00:00,Month-to-month,Bank Transfer,33
CUST-01239,2023-02-21 14:00:00,Two year,Credit Card,59
CUST-01240,2023-02-21 15:00:00,Month-to-month,Mailed Check,78
CUST-01241,2023-02-21 16:00:00,Two year,Electronic Check,59
CUST-01242,2023-02-21 17:00:00,One year,Credit Card,78
CUST-01243,2023-02-21 18:00:00,One year,Bank Transfer,68
CUST-01244,2023-02-21 19:00:00,Two year,Mailed Check,27
