CustomerID,SignupDate,ContractType,PaymentMethod,Age,MonthlyCharges,TotalCharges,SupportTickets,EngagementScore,LeftCompany,TenureMonths,ContractType_Num,PaymentMethod_Num,ChurnRiskScore_%
CUST-00637,2023-01-27 12:00:00,Month-to-month,Credit Card,61,94.86,3984.12,3,8,0,42.0,0,1,10.0
CUST-00638,2023-01-27 13:00:00,Month-to-month,Electronic Check,74,67.97,2854.74,2,9,1,42.0,0,2,78.0
CUST-00639,2023-01-27 14:00:00,Month-to-month,Mailed Check,21,106.07,4454.94,2,6,0,42.0,0,3,2.0
CUST-00640,2023-01-27 15:00:00,Month-to-month,Bank Transfer,42,92.67,3892.14,0,5,0,42.0,0,0,5.0
CUST-00641,2023-01-27 16:00:00,Month-to-month,Mailed Check,65,99.41,4175.22,1,5,0,42.0,0,3,7.0
CUST-00642,2023-01-27 17:00:00,Month-to-month,Electronic Check,49,101.32,4255.44,1,2,1,42.0,0,2,75.0
CUST-00643,2023-01-27 18:00:00,Month-to-month,Electronic Check,37,38.28,1607.76,3,4,1,42.0,0,2,67.0
CUST-00644,2023-01-27 19:00:00,Month-to-month,Unknown,67,35.0,1470.0,1,2,0,42.0,0,4,14.0
CUST-00645,2023-01-27 20:00:00,Month-to-month,Unknown,48,102.09,4287.78,2,2,0,42.0,0,4,7.0
CUST-00646,2023-01-27 21:00:00,Two year,Electronic Check,21,53.34,2240.28,1,8,1,42.0,2,2,49.0
CUST-00647,2023-01-27 22:00:00,Month-to-month,Electronic Check,71,82.37,3459.54,2,4,0,42.0,0,2,7.0
CUST-00648,2023-01-27 23:00:00,One year,Unknown,55,69.93,2937.0600000000004,1,4,0,42.0,1,4,8.0
CUST-00649,2023-01-28 00:00:00,One year,Bank Transfer,70,31.97,1342.74,1,7,0,42.0,1,0,6.0
CUST-00650,2023-01-28 01:00:00,Month-to-month,Mailed Check,64,33.62,1412.04,0,4,0,42.0,0,3,7.0
CUST-00651,2023-01-28 02:00:00,Month-to-month,Electronic Check,18,104.44,4386.48,0,9,0,42.0,0,2,11.0
CUST-00652,2023-01-28 03:00:00,Month-to-month,Unknown,20,84.69,3556.98,2,9,0,42.0,0,4,14.0
CUST-00653,2023-01-28 04:00:00,Month-to-month,Electronic Check,54,77.14,3239.88,1,3,0,42.0,0,2,5.0
CUST-00654,2023-01-28 05:00:00,One year,Credit Card,39,114.99,4829.58,2,6,1,42.0,1,1,57.0
CUST-00655,2023-01-28 06:00:00,Month-to-month,Bank Transfer,79,45.57,1913.94,2,7,0,42.0,0,0,12.0
CUST-00656,2023-01-28 07:00:00,Month-to-month,Electronic Check,34,53.21,2234.82,3,3,0,42.0,0,2,9.0
CUST-00657,2023-01-28 08:00:00,Month-to-month,Bank Transfer,79,98.1,4120.2,2,4,1,42.0,0,0,44.0
CUST-00658,2023-01-28 09:00:00,Month-to-month,Electronic Check,31,99.77,4190.34,1,1,1,42.0,0,2,78.0
CUST-00659,2023-01-28 10:00:00,One year,Mailed Check,58,66.43,2790.0600000000004,2,9,0,42.0,1,3,15.0
CUST-00660,2023-01-28 11:00:00,Month-to-month,Electronic Check,79,115.59,4854.78,0,7,0,42.0,0,2,7.0
CUST-00661,2023-01-28 12:00:00,Month-to-month,Bank Transfer,52,114.44,4806.48,1,10,0,42.0,0,0,9.0
CUST-00662,2023-01-28 13:00:00,Two year,Credit Card,75,31.11,1306.62,2,7,0,42.0,2,1,5.0
CUST-00663,2023-01-28 14:00:00,One year,Credit Card,30,45.5,1911.0,1,9,1,42.0,1,1,78.0
CUST-00664,2023-01-28 15:00:00,Month-to-month,Credit Card,52,103.82,4360.44,2,6,0,42.0,0,1,9.0
CUST-00665,2023-01-28 16:00:00,Month-to-month,Electronic Check,60,60.16,2526.72,0,8,0,42.0,0,2,13.0
CUST-00666,2023-01-28 17:00:00,Month-to-month,Mailed Check,19,38.58,1620.36,1,5,0,42.0,0,3,6.0
CUST-00667,2023-01-28 18:00:00,Month-to-month,Electronic Check,73,100.65,4227.3,2,8,1,42.0,0,2,77.0
CUST-00668,2023-01-28 19:00:00,Month-to-month,Credit Card,64,70.91,2978.22,2,10,0,42.0,0,1,8.0
CUST-00669,2023-01-28 20:00:00,Month-to-month,Bank Transfer,30,74.31,3121.02,0,1,0,42.0,0,0,6.0
CUST-00670,2023-01-28 21:00:00,Month-to-month,Credit Card,68,46.77,1964.34,1,3,0,42.0,0,1,15.0
CUST-00671,2023-01-28 22:00:00,Month-to-month,Bank Transfer,71,89.48,3758.16,1,4,0,42.0,0,0,7.0
CUST-00672,2023-01-28 23:00:00,Two year,Mailed Check,33,79.61,3343.62,1,9,1,42.0,2,3,22.0
CUST-00673,2023-01-29 00:00:00,Month-to-month,Bank Transfer,35,48.59,2040.78,2,8,0,42.0,0,0,7.0
CUST-00674,2023-01-29 01:00:00,Month-to-month,Electronic Check,24,60.62,2546.04,2,8,0,42.0,0,2,11.0
CUST-00675,2023-01-29 02:00:00,Month-to-month,Electronic Check,62,83.72,3516.24,1,2,1,42.0,0,2,65.0
CUST-00676,2023-01-29 03:00:00,Two year,Electronic Check,53,113.24,4756.08,2,7,0,42.0,2,2,8.0
CUST-00677,2023-01-29 04:00:00,Month-to-month,Bank Transfer,58,112.83,4738.86,1,3,0,42.0,0,0,5.0
CUST-00678,2023-01-29 05:00:00,Month-to-month,Electronic Check,47,55.9,2347.8,2,6,1,42.0,0,2,28.0
CUST-00679,2023-01-29 06:00:00,Two year,Electronic Check,59,96.2,4040.4,0,4,0,42.0,2,2,7.0
CUST-00680,2023-01-29 07:00:00,Two year,Electronic Check,58,99.79,4191.18,1,6,0,42.0,2,2,5.0
CUST-00681,2023-01-29 08:00:00,Two year,Mailed Check,24,102.79,4317.18,1,4,0,42.0,2,3,4.0
CUST-00682,2023-01-29 09:00:00,Month-to-month,Bank Transfer,32,81.36,3417.12,2,3,0,42.0,0,0,4.0
CUST-00683,2023-01-29 10:00:00,Month-to-month,Bank Transfer,77,30.94,1299.48,2,2,0,42.0,0,0,9.0
CUST-00684,2023-01-29 11:00:00,One year,Credit Card,57,98.55,4139.099999999999,3,4,0,42.0,1,1,7.0
CUST-00685,2023-01-29 12:00:00,Two year,Bank Transfer,36,39.58,1662.36,0,10,0,42.0,2,0,18.0
CUST-00686,2023-01-29 13:00:00,Month-to-month,Mailed Check,60,40.51,1701.4199999999998,1,2,0,42.0,0,3,7.0
CUST-00687,2023-01-29 14:00:00,Month-to-month,Bank Transfer,54,84.5,3549.0,1,7,0,42.0,0,0,10.0
CUST-00688,2023-01-29 15:00:00,Month-to-month,Mailed Check,19,118.52,4977.84,1,1,0,42.0,0,3,9.0
CUST-00689,2023-01-29 16:00:00,One year,Mailed Check,59,51.82,2176.44,1,1,1,42.0,1,3,78.0
CUST-00690,2023-01-29 17:00:00,Month-to-month,Bank Transfer,65,88.12,3701.04,1,5,0,42.0,0,0,10.0
CUST-00691,2023-01-29 18:00:00,Month-to-month,Credit Card,72,57.32,2407.44,0,7,0,42.0,0,1,5.0
CUST-00692,2023-01-29 19:00:00,Month-to-month,Electronic Check,30,110.88,4656.96,2,1,1,42.0,0,2,80.0
CUST-00693,2023-01-29 20:00:00,Month-to-month,Electronic Check,57,83.41,3503.22,1,4,0,42.0,0,2,26.0
CUST-00694,2023-01-29 21:00:00,Month-to-month,Bank Transfer,58,48.67,2044.14,2,5,0,42.0,0,0,14.0
CUST-00695,2023-01-29 22:00:00,Month-to-month,Bank Transfer,60,53.58,2250.36,1,2,1,42.0,0,0,22.0
CUST-00696,2023-01-29 23:00:00,One year,Mailed Check,60,68.92,2894.64,2,7,0,42.0,1,3,8.0
CUST-00697,2023-01-30 00:00:00,Month-to-month,Bank Transfer,72,40.98,1721.16,2,4,1,42.0,0,0,69.0
CUST-00698,2023-01-30 01:00:00,Month-to-month,Mailed Check,75,37.08,1557.36,2,8,0,42.0,0,3,4.0
CUST-00699,2023-01-30 02:00:00,Month-to-month,Unknown,48,91.2,3830.4,4,1,0,42.0,0,4,13.0
CUST-00700,2023-01-30 03:00:00,Month-to-month,Bank Transfer,33,66.64,2798.88,0,10,0,42.0,0,0,12.0
CUST-00701,2023-01-30 04:00:00,Month-to-month,Electronic Check,59,95.36,4005.12,2,1,1,42.0,0,2,70.0
CUST-00702,2023-01-30 05:00:00,Month-to-month,Electronic Check,78,39.9,1675.8,2,1,0,42.0,0,2,7.0
CUST-00703,2023-01-30 06:00:00,Month-to-month,Bank Transfer,73,84.88,3564.96,4,4,0,42.0,0,0,11.0
CUST-00704,2023-01-30 07:00:00,Month-to-month,Mailed Check,61,69.89,2935.38,2,1,1,42.0,0,3,68.0
CUST-00705,2023-01-30 08:00:00,Month-to-month,Electronic Check,74,35.21,1478.82,1,5,0,42.0,0,2,6.0
CUST-00706,2023-01-30 09:00:00,Two year,Mailed Check,23,79.03,3319.26,1,6,0,42.0,2,3,13.0
CUST-00707,2023-01-30 10:00:00,Month-to-month,Bank Transfer,45,37.44,1572.48,0,7,1,42.0,0,0,19.0
CUST-00708,2023-01-30 11:00:00,Two year,Bank Transfer,49,104.49,4388.58,0,8,0,42.0,2,0,4.0
CUST-00709,2023-01-30 12:00:00,Month-to-month,Electronic Check,61,86.87,3648.54,5,8,1,42.0,0,2,74.0
CUST-00710,2023-01-30 13:00:00,One year,Bank Transfer,27,80.12,3365.04,2,2,0,42.0,1,0,6.0
CUST-00711,2023-01-30 14:00:00,One year,Credit Card,67,42.0,1764.0,3,4,0,42.0,1,1,6.0
CUST-00712,2023-01-30 15:00:00,Month-to-month,Credit Card,35,55.86,2346.12,1,7,0,42.0,0,1,5.0
CUST-00713,2023-01-30 16:00:00,Month-to-month,Electronic Check,21,74.35,3122.7,0,9,0,42.0,0,2,28.0
CUST-00714,2023-01-30 17:00:00,Month-to-month,Credit Card,26,86.99,3653.58,1,9,0,42.0,0,1,11.0
CUST-00715,2023-01-30 18:00:00,Month-to-month,Mailed Check,24,46.48,1952.16,2,3,0,42.0,0,3,12.0
CUST-00716,2023-01-30 19:00:00,Two year,Electronic Check,67,30.79,1293.18,1,7,0,42.0,2,2,4.0
CUST-00717,2023-01-30 20:00:00,Two year,Electronic Check,25,61.02,2562.84,2,4,0,42.0,2,2,7.0
CUST-00718,2023-01-30 21:00:00,Two year,Mailed Check,60,73.45,3084.9,3,9,1,42.0,2,3,65.0
CUST-00719,2023-01-30 22:00:00,Month-to-month,Credit Card,24,46.59,1956.78,3,7,0,42.0,0,1,8.0
CUST-00720,2023-01-30 23:00:00,One year,Unknown,58,74.29,3120.1800000000003,3,6,1,42.0,1,4,10.0
CUST-00721,2023-01-31 00:00:00,Two year,Credit Card,57,60.46,2539.32,3,9,0,42.0,2,1,8.0
CUST-00722,2023-01-31 01:00:00,Month-to-month,Electronic Check,20,70.95,2979.9,0,7,0,42.0,0,2,26.0
CUST-00723,2023-01-31 02:00:00,Month-to-month,Electronic Check,34,61.26,2572.92,1,8,0,42.0,0,2,39.0
CUST-00724,2023-01-31 03:00:00,One year,Credit Card,19,86.56,3635.52,1,5,1,42.0,1,1,72.0
CUST-00725,2023-01-31 04:00:00,Month-to-month,Bank Transfer,32,33.85,1421.7,0,4,0,42.0,0,0,4.0
CUST-00726,2023-01-31 05:00:00,Two year,Credit Card,63,45.37,1905.54,1,1,0,42.0,2,1,40.0
CUST-00727,2023-01-31 06:00:00,Month-to-month,Mailed Check,46,68.94,2895.48,3,8,0,42.0,0,3,8.0
CUST-00728,2023-01-31 07:00:00,One year,Electronic Check,67,62.06,2606.52,1,6,0,42.0,1,2,5.0
CUST-00729,2023-01-31 08:00:00,Month-to-month,Mailed Check,65,65.24,2740.08,0,4,1,42.0,0,3,66.0
CUST-00730,2023-01-31 09:00:00,Month-to-month,Mailed Check,69,102.34,4298.28,2,3,0,42.0,0,3,10.0
CUST-00731,2023-01-31 10:00:00,Month-to-month,Electronic Check,39,109.77,4610.34,0,5,0,42.0,0,2,9.0
CUST-00732,2023-01-31 11:00:00,Two year,Bank Transfer,21,52.37,2199.54,2,4,1,42.0,2,0,75.0
CUST-00733,2023-01-31 12:00:00,One year,Credit Card,74,105.27,4421.34,2,7,1,42.0,1,1,25.0
CUST-00734,2023-01-31 13:00:00,Month-to-month,Unknown,69,71.29,2994.1800000000003,1,6,0,42.0,0,4,5.0
CUST-00735,2023-01-31 14:00:00,Month-to-month,Electronic Check,23,54.64,2294.88,3,3,0,42.0,0,2,29.0
CUST-00736,2023-01-31 15:00:00,Two year,Mailed Check,55,118.69,4984.98,1,10,0,42.0,2,3,6.0
CUST-00737,2023-01-31 16:00:00,Month-to-month,Unknown,43,104.23,4377.66,1,1,0,42.0,0,4,15.0
CUST-00738,2023-01-31 17:00:00,Two year,Bank Transfer,28,119.48,5018.16,2,7,0,42.0,2,0,7.0
CUST-00739,2023-01-31 18:00:00,Month-to-month,Bank Transfer,43,45.13,1895.46,1,5,0,42.0,0,0,14.0
CUST-00740,2023-01-31 19:00:00,Month-to-month,Bank Transfer,34,42.94,1803.48,1,1,1,42.0,0,0,66.0
CUST-00741,2023-01-31 20:00:00,Month-to-month,Electronic Check,41,75.3,3162.6,2,1,0,42.0,0,2,2.0
CUST-00742,2023-01-31 21:00:00,Month-to-month,Electronic Check,45,87.47,3673.74,1,6,0,42.0,0,2,9.0
CUST-00743,2023-01-31 22:00:00,One year,Bank Transfer,52,45.39,1906.38,1,4,1,42.0,1,0,70.0
CUST-00744,2023-01-31 23:00:00,Month-to-month,Credit Card,48,107.44,4512.48,2,8,0,42.0,0,1,33.0
CUST-00745,2023-02-01 00:00:00,Month-to-month,Credit Card,30,77.88,3270.96,2,2,0,42.0,0,1,4.0
CUST-00746,2023-02-01 01:00:00,Two year,Electronic Check,71,66.98,2813.1600000000003,1,4,0,42.0,2,2,6.0
CUST-00747,2023-02-01 02:00:00,Month-to-month,Bank Transfer,52,84.18,3535.5600000000004,1,8,1,42.0,0,0,72.0
CUST-00748,2023-02-01 03:00:00,Month-to-month,Credit Card,33,87.14,3659.88,2,8,1,42.0,0,1,24.0
CUST-00749,2023-02-01 04:00:00,Two year,Credit Card,32,33.84,1421.2800000000002,1,5,0,42.0,2,1,4.0
CUST-00750,2023-02-01 05:00:00,One year,Credit Card,60,119.99,5039.58,4,3,0,42.0,1,1,19.0
CUST-00751,2023-02-01 06:00:00,Month-to-month,Electronic Check,35,62.75,2635.5,1,4,0,42.0,0,2,16.0
CUST-00752,2023-02-01 07:00:00,Two year,Bank Transfer,64,35.53,1492.26,0,3,0,42.0,2,0,5.0
CUST-00753,2023-02-01 08:00:00,One year,Mailed Check,54,106.71,4481.82,3,2,0,42.0,1,3,10.0
CUST-00754,2023-02-01 09:00:00,Month-to-month,Bank Transfer,65,119.37,5013.54,0,4,0,42.0,0,0,10.0
CUST-00755,2023-02-01 10:00:00,Month-to-month,Bank Transfer,79,103.47,4345.74,1,9,0,42.0,0,0,14.0
CUST-00756,2023-02-01 11:00:00,One year,Electronic Check,65,106.67,4480.14,0,6,0,42.0,1,2,6.0
CUST-00757,2023-02-01 12:00:00,One year,Credit Card,66,86.33,3625.86,4,4,0,42.0,1,1,3.0
CUST-00758,2023-02-01 13:00:00,Month-to-month,Credit Card,58,113.01,4746.42,1,1,0,42.0,0,1,12.0
CUST-00759,2023-02-01 14:00:00,Two year,Electronic Check,44,33.21,1394.82,1,7,0,42.0,2,2,4.0
CUST-00760,2023-02-01 15:00:00,One year,Electronic Check,72,99.0,4158.0,2,2,0,42.0,1,2,12.0
CUST-00761,2023-02-01 16:00:00,Month-to-month,Electronic Check,52,90.36,3795.12,1,6,0,42.0,0,2,24.0
CUST-00762,2023-02-01 17:00:00,Month-to-month,Electronic Check,69,34.45,1446.9,2,10,0,42.0,0,2,9.0
CUST-00763,2023-02-01 18:00:00,Month-to-month,Electronic Check,62,78.95,3315.9,2,1,0,42.0,0,2,9.0
CUST-00764,2023-02-01 19:00:00,One year,Mailed Check,71,76.35,3206.7,1,7,1,42.0,1,3,70.0
CUST-00765,2023-02-01 20:00:00,Month-to-month,Bank Transfer,52,92.23,3873.66,2,4,0,42.0,0,0,22.0
CUST-00766,2023-02-01 21:00:00,Month-to-month,Bank Transfer,45,36.97,1552.74,1,3,0,42.0,0,0,18.0
CUST-00767,2023-02-01 22:00:00,One year,Bank Transfer,56,102.47,4303.74,1,10,1,42.0,1,0,32.0
CUST-00768,2023-02-01 23:00:00,Two year,Credit Card,78,42.54,1786.68,2,7,0,42.0,2,1,4.0
CUST-00769,2023-02-02 00:00:00,Month-to-month,Mailed Check,55,67.67,2842.14,1,3,0,42.0,0,3,9.0
CUST-00771,2023-02-02 02:00:00,Month-to-month,Credit Card,29,80.44,3378.48,0,4,0,42.0,0,1,5.0
CUST-00772,2023-02-02 03:00:00,Two year,Mailed Check,32,64.16,2694.72,2,3,0,42.0,2,3,9.0
CUST-00773,2023-02-02 04:00:00,Month-to-month,Mailed Check,38,34.33,1441.86,3,7,0,42.0,0,3,8.0
CUST-00774,2023-02-02 05:00:00,Month-to-month,Credit Card,69,90.5,3801.0,1,7,0,42.0,0,1,6.0
CUST-00775,2023-02-02 06:00:00,One year,Mailed Check,52,118.79,4989.18,0,9,0,42.0,1,3,7.0
CUST-00776,2023-02-02 07:00:00,Month-to-month,Credit Card,59,112.06,4706.52,3,10,0,42.0,0,1,4.0
CUST-00777,2023-02-02 08:00:00,Month-to-month,Bank Transfer,50,94.55,3971.1,0,7,0,42.0,0,0,3.0
CUST-00778,2023-02-02 09:00:00,One year,Credit Card,68,39.47,1657.74,0,6,0,42.0,1,1,4.0
CUST-00779,2023-02-02 10:00:00,One year,Mailed Check,36,51.54,2164.68,0,3,0,42.0,1,3,31.0
CUST-00780,2023-02-02 11:00:00,One year,Bank Transfer,72,46.81,1966.02,3,4,0,42.0,1,0,14.0
CUST-00781,2023-02-02 12:00:00,One year,Bank Transfer,40,61.99,2603.58,1,8,1,42.0,1,0,61.0
CUST-00782,2023-02-02 13:00:00,Month-to-month,Electronic Check,30,51.19,2149.98,2,6,0,42.0,0,2,10.0
CUST-00783,2023-02-02 14:00:00,Month-to-month,Electronic Check,61,51.99,2183.58,2,9,1,42.0,0,2,75.0
CUST-00784,2023-02-02 15:00:00,Month-to-month,Mailed Check,18,85.5,3591.0,1,8,0,42.0,0,3,12.0
CUST-00785,2023-02-02 16:00:00,Month-to-month,Credit Card,68,58.68,2464.56,1,8,0,42.0,0,1,5.0
CUST-00786,2023-02-02 17:00:00,Two year,Credit Card,46,90.94,3819.48,2,10,0,42.0,2,1,5.0
CUST-00787,2023-02-02 18:00:00,Month-to-month,Mailed Check,41,115.31,4843.02,4,10,0,42.0,0,3,8.0
CUST-00788,2023-02-02 19:00:00,Month-to-month,Bank Transfer,33,87.46,3673.32,0,7,0,42.0,0,0,8.0
CUST-00789,2023-02-02 20:00:00,Month-to-month,Mailed Check,42,97.65,4101.3,2,10,1,42.0,0,3,67.0
CUST-00790,2023-02-02 21:00:00,Two year,Mailed Check,72,97.64,4100.88,3,1,1,42.0,2,3,27.0
CUST-00791,2023-02-02 22:00:00,Month-to-month,Bank Transfer,40,59.76,2509.92,2,5,0,42.0,0,0,5.0
CUST-00792,2023-02-02 23:00:00,Month-to-month,Credit Card,45,31.34,1316.28,0,7,1,42.0,0,1,69.0
CUST-00793,2023-02-03 00:00:00,Month-to-month,Mailed Check,64,34.94,1467.48,2,10,0,42.0,0,3,5.0
CUST-00794,2023-02-03 01:00:00,One year,Credit Card,33,55.38,2325.96,1,9,0,42.0,1,1,11.0
CUST-00795,2023-02-03 02:00:00,Month-to-month,Mailed Check,60,92.06,3866.52,2,4,0,42.0,0,3,14.0
CUST-00796,2023-02-03 03:00:00,Two year,Bank Transfer,73,111.6,4687.2,0,8,0,42.0,2,0,5.0
CUST-00797,2023-02-03 04:00:00,Two year,Bank Transfer,55,116.29,4884.18,2,1,0,42.0,2,0,20.0
CUST-00798,2023-02-03 05:00:00,Month-to-month,Electronic Check,28,32.32,1357.44,2,4,0,42.0,0,2,7.0
CUST-00799,2023-02-03 06:00:00,One year,Bank Transfer,20,119.11,5002.62,1,4,0,42.0,1,0,7.0
CUST-00800,2023-02-03 07:00:00,Two year,Electronic Check,32,59.02,2478.84,1,2,0,42.0,2,2,7.0
CUST-00801,2023-02-03 08:00:00,One year,Mailed Check,18,105.86,4446.12,2,3,0,42.0,1,3,14.0
CUST-00802,2023-02-03 09:00:00,Month-to-month,Credit Card,24,46.22,1941.24,1,3,1,42.0,0,1,76.0
CUST-00803,2023-02-03 10:00:00,Month-to-month,Bank Transfer,18,35.65,1497.3,2,9,1,42.0,0,0,34.0
CUST-00804,2023-02-03 11:00:00,One year,Bank Transfer,66,64.05,2690.1,1,7,1,42.0,1,0,63.0
CUST-00805,2023-02-03 12:00:00,Month-to-month,Bank Transfer,49,107.3,4506.599999999999,2,2,0,42.0,0,0,8.0
CUST-00806,2023-02-03 13:00:00,One year,Mailed Check,26,49.87,2094.54,1,9,0,42.0,1,3,34.0
CUST-00807,2023-02-03 14:00:00,Two year,Electronic Check,46,43.85,1841.7,2,8,1,42.0,2,2,67.0
CUST-00808,2023-02-03 15:00:00,Two year,Mailed Check,43,111.88,4698.96,1,6,1,42.0,2,3,17.0
CUST-00809,2023-02-03 16:00:00,Month-to-month,Credit Card,40,114.45,4806.900000000001,0,6,0,42.0,0,1,3.0
CUST-00810,2023-02-03 17:00:00,Month-to-month,Mailed Check,62,31.12,1307.04,5,2,0,42.0,0,3,18.0
CUST-00811,2023-02-03 18:00:00,Two year,Credit Card,60,95.47,4009.74,1,3,0,42.0,2,1,9.0
CUST-00812,2023-02-03 19:00:00,Two year,Bank Transfer,46,57.82,2428.44,2,6,1,42.0,2,0,64.0
CUST-00813,2023-02-03 20:00:00,Month-to-month,Credit Card,69,63.72,2676.24,2,3,0,42.0,0,1,13.0
CUST-00814,2023-02-03 21:00:00,Two year,Credit Card,55,72.21,3032.82,1,7,1,42.0,2,1,19.0
CUST-00815,2023-02-03 22:00:00,Two year,Unknown,50,68.41,2873.22,1,5,0,42.0,2,4,10.0
CUST-00816,2023-02-03 23:00:00,Month-to-month,Credit Card,24,76.34,3206.28,1,4,0,42.0,0,1,5.0
CUST-00817,2023-02-04 00:00:00,Month-to-month,Credit Card,29,82.41,3461.22,2,8,0,42.0,0,1,12.0
CUST-00818,2023-02-04 01:00:00,Month-to-month,Mailed Check,48,71.9,3019.8,1,2,0,42.0,0,3,8.0
CUST-00819,2023-02-04 02:00:00,Month-to-month,Bank Transfer,49,93.14,3911.88,3,3,0,42.0,0,0,12.0
CUST-00820,2023-02-04 03:00:00,Month-to-month,Mailed Check,71,94.67,3976.14,1,10,0,42.0,0,3,4.0
CUST-00821,2023-02-04 04:00:00,Two year,Mailed Check,37,69.63,2924.46,0,4,0,42.0,2,3,10.0
CUST-00822,2023-02-04 05:00:00,Month-to-month,Bank Transfer,72,42.81,1798.02,2,10,0,42.0,0,0,15.0
CUST-00823,2023-02-04 06:00:00,Month-to-month,Bank Transfer,68,87.65,3681.3,1,6,0,42.0,0,0,10.0
CUST-00824,2023-02-04 07:00:00,Month-to-month,Credit Card,34,99.56,4181.52,0,5,0,42.0,0,1,7.0
CUST-00825,2023-02-04 08:00:00,Month-to-month,Credit Card,53,87.43,3672.06,1,5,0,42.0,0,1,6.0
CUST-00826,2023-02-04 09:00:00,Two year,Electronic Check,20,82.92,3482.64,2,7,0,42.0,2,2,12.0
CUST-00827,2023-02-04 10:00:00,Month-to-month,Mailed Check,18,50.64,2126.88,2,8,1,42.0,0,3,63.0
CUST-00828,2023-02-04 11:00:00,Month-to-month,Bank Transfer,67,88.06,3698.52,2,6,1,42.0,0,0,63.0
CUST-00829,2023-02-04 12:00:00,One year,Credit Card,44,60.13,2525.46,2,3,0,42.0,1,1,9.0
CUST-00830,2023-02-04 13:00:00,Month-to-month,Bank Transfer,70,112.76,4735.92,1,4,0,42.0,0,0,15.0
CUST-00831,2023-02-04 14:00:00,Month-to-month,Credit Card,64,88.83,3730.86,2,1,0,42.0,0,1,9.0
CUST-00832,2023-02-04 15:00:00,Month-to-month,Electronic Check,57,55.03,2311.26,3,5,1,42.0,0,2,16.0
CUST-00833,2023-02-04 16:00:00,Month-to-month,Electronic Check,50,72.56,3047.52,0,10,0,42.0,0,2,6.0
CUST-00834,2023-02-04 17:00:00,Month-to-month,Bank Transfer,37,106.19,4459.98,2,8,1,42.0,0,0,35.0
CUST-00835,2023-02-04 18:00:00,Month-to-month,Electronic Check,31,60.19,2527.98,2,3,0,42.0,0,2,8.0
CUST-00836,2023-02-04 19:00:00,Month-to-month,Bank Transfer,53,77.28,3245.76,1,10,0,42.0,0,0,30.0
CUST-00837,2023-02-04 20:00:00,Two year,Credit Card,22,91.17,3829.14,0,4,0,42.0,2,1,8.0
CUST-00838,2023-02-04 21:00:00,Month-to-month,Mailed Check,40,97.91,4112.22,0,4,1,42.0,0,3,69.0
CUST-00839,2023-02-04 22:00:00,Month-to-month,Unknown,62,45.64,1916.88,1,6,0,42.0,0,4,12.0
CUST-00840,2023-02-04 23:00:00,One year,Credit Card,77,80.86,3396.12,2,9,0,42.0,1,1,9.0
CUST-00841,2023-02-05 00:00:00,Month-to-month,Unknown,73,112.1,4708.2,2,10,0,42.0,0,4,29.0
CUST-00842,2023-02-05 01:00:00,One year,Mailed Check,32,117.15,4920.3,0,3,0,42.0,1,3,8.0
CUST-00843,2023-02-05 02:00:00,Month-to-month,Mailed Check,23,89.05,3740.1,0,4,0,42.0,0,3,8.0
CUST-00844,2023-02-05 03:00:00,Two year,Credit Card,50,118.53,4978.26,1,6,0,42.0,2,1,5.0
CUST-00845,2023-02-05 04:00:00,Month-to-month,Credit Card,72,81.36,3417.12,3,6,0,42.0,0,1,12.0
CUST-00846,2023-02-05 05:00:00,Month-to-month,Bank Transfer,36,69.83,2932.86,1,7,0,42.0,0,0,8.0
CUST-00847,2023-02-05 06:00:00,Month-to-month,Mailed Check,30,79.64,3344.88,0,1,1,42.0,0,3,72.0
CUST-00848,2023-02-05 07:00:00,Two year,Mailed Check,46,40.41,1697.2199999999998,1,9,0,42.0,2,3,14.0
CUST-00849,2023-02-05 08:00:00,Month-to-month,Mailed Check,78,66.15,2778.3,2,2,0,42.0,0,3,12.0
CUST-00850,2023-02-05 09:00:00,Month-to-month,Bank Transfer,23,71.25,2992.5,1,4,0,42.0,0,0,10.0
CUST-00851,2023-02-05 10:00:00,Month-to-month,Mailed Check,32,106.37,4467.54,2,3,0,42.0,0,3,6.0
CUST-00852,2023-02-05 11:00:00,One year,Credit Card,33,98.28,4127.76,5,3,0,42.0,1,1,8.0
CUST-00853,2023-02-05 12:00:00,Month-to-month,Mailed Check,41,84.12,3533.04,0,5,0,42.0,0,3,10.0
CUST-00854,2023-02-05 13:00:00,Two year,Electronic Check,40,61.25,2572.5,3,7,0,42.0,2,2,5.0
CUST-00855,2023-02-05 14:00:00,Month-to-month,Credit Card,65,46.82,1966.44,1,7,0,42.0,0,1,3.0
CUST-00856,2023-02-05 15:00:00,Month-to-month,Bank Transfer,27,61.29,2574.18,3,7,1,42.0,0,0,75.0
CUST-00857,2023-02-05 16:00:00,Month-to-month,Mailed Check,71,91.18,3829.56,4,3,1,42.0,0,3,64.0
CUST-00858,2023-02-05 17:00:00,Month-to-month,Electronic Check,58,53.67,2254.14,1,9,0,42.0,0,2,21.0
CUST-00859,2023-02-05 18:00:00,Month-to-month,Bank Transfer,58,68.41,2873.22,2,6,0,42.0,0,0,20.0
CUST-00860,2023-02-05 19:00:00,Month-to-month,Bank Transfer,66,64.8,2721.6,2,10,0,42.0,0,0,8.0
CUST-00861,2023-02-05 20:00:00,One year,Credit Card,34,98.9,4153.8,1,8,1,42.0,1,1,66.0
